approved;comments;date;group_ids;likes;post;text;views;city;city_id;country;country_id;description;main_section;members_count;name;verified
0;2;1548081682;174794582;26;wall-174794582_5194;ладно не будем думать о плохом и делаем фаст приз тоти номине условия лайк репост не обязательно подписка резы на лайков удачи ;261;None;None;None;None; добавляемся в беседку общаемся ;5;280; продажа монет игроков конкурсы;0
0;1;1548081679;120361525;6;wall-120361525_201;ребят крч мы устраиваем конкурс приз любой набор стикеров голосов итоги как только наберется подписчиков с вас подписочка и репост ;57;None;None;None;None;привет подпишись здесь тебя жд т ахуенный контент ;1;143;забытое поколение;0
1;0;1548081600;139256260;16;wall-139256260_9631; один из призов на выбор или денежный эквивалент получит случайный подписчик нашей группы сделавший репост этой записи и вступивший в группу одежда и обувь по доступным ценам победителя выберем января года с помощью независимого приложения менеджер конкурсов и опубликуем отдельным постом на стене группы бесплатная доставка по всему миру ;62;None;None;None;None;правила группы отзывы победителей не упусти свой шанс стать победителем подпишись на рассылку нашей группы перейдя по ссылке подписка раздельная также можно подписаться на уведомление о своей победе ;0;11755;конкурсы розыгрыши бесплатно;0
0;6;1548081544;174561075;4;wall-174561075_182;и вот настал этот день пицца браво электросталь электрогорск объявляет результаты двойного конкурса в нашей группе что то в творческой части у нас был один участник вот ее и объявляем победителем светлана лузгина в конкурсе репостов победителей у нас будет человека т к у нас менее участников татьяна успенская ольга волкова таиса зайцева поздравляем всех победителей ваш приз пицца на выбор получение приза самовывозом электросталь электрогорск прием заказов ежедневно с до ч пиццабраво бравопицца электросталь электрогорск;75;None;None;Россия;1;доставка настоящей еды в электростали и электрогорске от шеф повара члена федерации пицца акробатики россии пицца суши и роллы супы горячие блюда салаты гарниры и напитки все самое свежее и вкусное электросталь электрогорск прием заказов ежедневно с до ч ;0;199;пицца браво электросталь электрогорск ;0
1;0;1548081420;129568840;92;wall-129568840_8287;конкурс без репостов приз на выбор или деньги получит случайный подписчик который поставит лайк на этой записи п дпиш тся на группу работа и наше сообщество поб дителя определим февраля при помощи программы рандомайзер р зультаты к нкурса будут опубликованы в комментариях к этой записи ;1077;None;None;None;None;None;0;209660;конкурсы бесплатный;0
1;0;1548081366;149313221;7;wall-149313221_503;хотите выиграть стеклоомыватель для вашего автомобиля это просто примите участие в нашем розыгрыше а правила очень простые будь участником нашей группы сделай репост этой записи к себе на стену и сохрани его до подведения итогов января мы подведем итоги конкурса выбрав победителей среди всех кто выполнил условия с помощью сервиса и вручим ему приз вот такой ;53;None;None;None;None;онлайн каталоги автозапчастей для иномарок низкие цены быстрая доставка и большой ассортимент наши преимущества добро пожаловать в интернет магазин на нашем сайте вы сможете выбрать и заказать интересующую вас автозапчасть удобным для вас способом мы являемся первым интернет магазином запчастей для иномарок территориально находящимся в пскове ;35;1006; автозапчасти в пскове;0
1;0;1548082981;174777266;0;wall-174777266_67;друзья мы очень любим вас радовать поэтому держите новый безумно крутой розыгрыш призов от один из трех сертификатов на все напитки на сумму р р и р получат три наших случайных подписчика в сделавших репост этой записи на свою страницу итоги подведем генератором случайных чисел удачи ;26;None;None;None;None;г санкт петербург проспект большевиков д к пн пт с до сб вс с до ;35;4055;в ;0
0;0;1548082978;176674620;14;wall-176674620_52; итоги завтра в по мск вас репост и лайк нажать уведомлять о новых записях за призами ;76;None;None;None;None; множество скинов на ботах отзывчивая администрация настоящие отзывы раздача скинов раза в день ;0;124;раздача скинов кс го ;0
0;2;1548082958;175015737;76;wall-175015737_9945; акция здесь рыбы нет места червячков места коллекций рыбака места тройных крючков места пенопласта места рыбы быть участником группы рыжик репост записи так как итоги будут по репостам ваш уровень в игре уважаемые участники группы призы выдает администратор группы просьба добавиться заранее итоги завтра клондайк рыжик ;392;Петропавловск-Камчатский;113;Россия;1;игры акции щедрые призы и хорошее настроение гарантировано ;0;557;рыжик ;0
0;0;1548082893;123960767;2;wall-123960767_309; настоящий тир проводит розыгрыш место стрельба из трех оружий игрушка место стрельба из двух оружий магнит место стрельба из одного оружия магнит правила предельно просты сделать репост этой записи вступить в нашу группу настоящий тир это оружие приближенное к настоящему подготовка населения к испытанию гто стрельба стрельба точно в цель самым метким призы награды самые меткие принимают участия в патриотическом турнире среди самых метких победителям вручаются кубки медали грамоты денежные призы и многое другое жд м вас всей семь й по следующим адресам трц июнь кинотеатр мори синема кинотеатр синема парк этаж кинотеатр луч цокольный этаж уже весной вы нас можете найти в центральном парке троя парк левобережная набережная остров татышев ;31;Красноярск;73;Россия;1;None;2;284; настоящий тир красноярск;0
1;0;1548082807;175104389;10;wall-175104389_112;дорогие друзья вас уже более человек поэтому мы решили сделать маленький конкурс призов кастомные футболки от наших авторов комплекта из термопленок стикерпаков условия очень простые репост и лайк этой записи подписка на итоги подвед м февраля так же второй конкурс у нас в инстаграм ;69;None;None;None;None; объединение людей готовые показать для вас нечто локальное и новое почему в основном все субкультуры стоят на месте искусство музыка фотография все стало вторичным одинаковым но есть и малоизвестные авторы которых не волнует мейнстрим улиц и им есть что показать именно этих людей и их контент разнообразный и неординарный мы показываем вам ;3;505; ;0
0;1;1548082805;80447111;1;wall-80447111_460418; монограмма репост обязателен нам привычнее ф и о это и есть монограмма т е это инициалы мы будем загадывать а вы отгадывать важно в ответе указать не только имя но и кадр из фильма в котором он она снимались угадаете то что загадали мы получите дополнительный приз загадываем только актеров и актрис есть подсказка пол загаданного человека обязательно быть участником группы магия злой сказки приз первому угадавшему имя коллекций злодея между остальными тремя угадавшими разыграем по репостам по коллекции злодея угадавший фильм получает в дополнение к коллекции душу в банк ну а уж если и кадр угадает так душ в банк играем до слова стоп и помните ваши репосты очень важны для нас мы на вас рассчитываем задание пол женский монограмма бан;28;Санкт-Петербург;2;Россия;1;все конкурсы закрываются в течении суток иногда чуть дольше но закрываются все призы в т ч душевые высылаются в течении суток после закрытия конкурса все заявки на высылание из банка выполняются в течении суток имейте вс это ввиду во время квестов и квестовых заявок и ещ проверяйте чтобы у вас в союзе были все наши админы а то потом мы не можем выслать приз а вы нам на это жалуетесь в контактах есть все админы проверьте ибо админ тоже человек он не жив т в сети ;2;3818; магия злой сказки ;0
0;0;1548082805;19621029;7;wall-19621029_156436; клевер по для лимит приза состоим в нашей группе делаем репост записи с конкурсом победитель делает скриншот в альбом группы стоп ;58;None;None;None;None;здесь вы найдете новых друзей узнаете самые свежие новости игры а также получите ответы на интересующие вас игровые вопросы вступайте в нашу группу участвуйте в конкурсах и викторинах получайте заслуженные награды будьте фанатами игры верность рыцари и принцессы;2;9600;фанаты верности;0
0;49;1548082801;40867140;95;wall-40867140_700386;интерактив закофра правила просты мы задаем начало или конец фразы или вопрос а вы креативно и смешно заканчиваете или начинаете эту фразу или отвечаете на вопрос также не забываем о репосте данного поста к себе на страницу так как победитель будет выбираться только среди репостнувших комментарий которорый соберет наибольшее количество лайков выиграет приз составляет монет задание для данного интерактива как бы ты описал а персонажа который должен умереть в фанфике первым интерактив закончится января в по мск участвуйте в этом интерактиве также и в фейсбуке;5714;None;None;None;None;официальная группа книги фанфиков в группе публикуются новости сайта и материалы которые могут быть интересны авторам и читателям а также тематический юмор участники могут свободно обсуждать новости при условии что они не отступают от темы и остаются вежливыми самореклама в любой форме запрещена если в посте не говорится обратного если вы хотите связаться с администрацией сайта пожалуйста используйте эту страницу правила сообщества участник несет ответственность за точность и корректность своих высказываний а также обязуется подчиняться правилам группы запрещается размещение сообщений содержащих призывы к национальной и религиозной розни дискриминацию по признаку пола религии национальности политических убеждений нецензурные выражения и намеки перевод дискуссии к обсуждению личных качеств собеседника флуд исключение специальная тема незнание правил группы не освобождает от ответственности за их нарушение темы запрещено дублирование тем уже находящихся в группе малосодержательные темы есть вопрос помогите как сделать реклама и самореклама в любой форме обращения к конкретным людям или администрации группы сайта спам темы рекомендации в заголовке обозначайте суть а в теме сообщения давайте развернутое описание старайтесь следовать нормам русского языка и сложившейся интернет практике помните что обсуждения не являются чатом для личного общения используйте личные сообщения ;2;337567;книга фанфиков;0
0;0;1548084148;131426543;5;wall-131426543_24867;вопрос самый длинный мост россии по состоянию на год монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие елена яшина людмила пасичник ирина мосеева татьяна вакуленко елена петрова факиль мифтахов юля антипова лариса дановская вера николаенко ольга лисунова сара абрамова галина тейдер мария зайцева татьяна васильева илья кашицкий алмаз габдуллин екатерина вахтина лариса овруцкая призы за репосты получают людмила пасичник факиль мифтахов сара абрамова марина савина ;92;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548084076;131426543;4;wall-131426543_24866;вопрос как звали биоробота в фильме п арсенова гостья из будущего монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие людмила пасичник елена яшина ирина мосеева ольга лисунова марина савина юля антипова елена петрова вера николаенко нелли воробьева сара абрамова лариса овруцкая призы за репосты получают людмила пасичник марина савина сара абрамова ;78;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548083970;131426543;2;wall-131426543_24865;вопрос как называется кислота химическая формула которой монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие людмила пасичник галина тейдер ирина мосеева сара абрамова елена яшина татьяна васильева нелли воробьева ольга лисунова юля антипова марина савина елена петрова призы за репосты получают людмила пасичник сара абрамова ;39;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548085414;131426543;6;wall-131426543_24873;вопрос какое изобретение прославило фамилию фабриканта джона ундервуда монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие людмила пасичник ирина мосеева галина тейдер елена петрова ольга лисунова факиль мифтахов лариса снитко юля антипова елена яшина вера николаенко нелли воробьева ирина сычева сара абрамова светлана гудим татьяна васильева маргарита буковская надежда смирнова марина каваза ирина барышева призы за репосты получают людмила пасичник факиль мифтахов сара абрамова светлана гудим маргарита буковская ;79;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;5;1548085342;131426543;2;wall-131426543_24872;вопрос на каком фото эрмитаж монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие галина тейдер надежда смирнова елена петрова андрей кочанов призы за репосты получают людмила пасичник маргарита буковская ;48;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548085230;131426543;3;wall-131426543_24871;вопрос как называют лучшую лошадь в конюшне или на скачках монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие галина тейдер ирина мосеева людмила пасичник ольга лисунова юля антипова татьяна вакуленко нелли воробьева надежда смирнова светлана гудим елена петрова марина савина призы за репосты получают людмила пасичник светлана гудим ;48;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548085059;131426543;3;wall-131426543_24870;вопрос в россии символ принято называть собачкой а как этот знак называют в нидерландах монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие сара абрамова ирина мосеева елена яшина людмила пасичник ольга лисунова юля антипова лариса дановская наталья ананьева галина тейдер надежда смирнова нелли воробьева светлана гудим елена петрова призы за репосты получают сара абрамова людмила пасичник светлана гудим ;46;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548085891;131426543;4;wall-131426543_24879;вопрос какой прибор используют для определения синевы неба монет за правильный ответ первым м ответившим правильно за репост ответы больше не засчитываются верно ответившие людмила пасичник галина тейдер сара абрамова ольга лисунова марина каваза елена петрова елена яшина марина савина ирина мосеева вера николаенко татьяна васильева надежда смирнова татьяна яковлева лариса овруцкая маргарита буковская светлана гудим призы за репосты получают людмила пасичник сара абрамова маргарита буковская светлана гудим ;65;None;None;None;None; монет за правильный ответ первым м ответившим правильно за репост ответы принимаются в течение мин вопросы задаются с до ;0;3941;игра слабое звено ;0
0;0;1548084138;91198384;3;wall-91198384_649;розыгрыш мл в подарок одному из наших подписчиков условия для участия в розыгрыше сделать репост данной записи к себе на стену быть подписчиком нашей группы быть подписчиком в не удалять запись до конца розыгрыша розыгрыш проведем после при помощи генератора чисел с фотоотчетом и ссылкой на итог розыгрыша приз высылаем по почте исключительно за наш счет и только по территории республики беларусь страницы заведомо фейковые не участвуют приз отправляем на имя и фамилию которое написано на странице победителя желаем всем удачи ;13;None;None;Беларусь;3;вы искали эйвон вы его нашли самые выгодные условия самый выгодный курс бесплатная регистрация ;5;1067;эйвон в бресте ;0
0;0;1548083971;34148903;34;wall-34148903_56542; розыгрыш за место журнальный столик невада за место кг молочного шоколада с дробленной вафлей условия конкурса состоять в группе шкафы купе кухни красноярск сосновоборск состоять в группе наших партнеров шоколатье сосновоборск красноярск сделать репост этой записи призы забирать самостоятельно в течение недели после подведения итогов итоги подведем с помощью выбирателя и видео отчетом ;343;Сосновоборск;261;Россия;1;корпусная мебель для дома магазина и офиса наши работы шкафы купе красноярск кухни красноярск встроенные шкафы купе красноярск шкафы купе сосновоборск кухни сосновоборск встроенные шкафы купе сосновоборск готовые варианты мебели для вашей гостиной спальни прихожей а так же изготовление по вашим пожеланиям для изготовления небольших заказов стоимостью до рублей нет необходимости выезжать к нам возможно согласование ньюансов по телефону интернету оплата по факту изготовления г сосновоборск ул юности тел почта мы поможем сделать правильный выбор ;5;9112;шкафы купе кухни красноярск сосновоборск;0
0;0;1548083940;159935544;0;wall-159935544_830; вчера вручили подарки победителям квеста новогодний крокодильчик ими стали михаил коньков и ксюша наугольных началось вс в декабре когда очень хотелось порадовать подписчиков розыгрышем но делать стандартный репостинг было скучно а скучать это вообще не про годограф и мы подглядели идею конкурса у нашего преподавателя ксении гайнутдиновой которая однажды попробовала привить детям любовь к русскому языку с помощью игры крокодил ученикам так зашла идея что они не расходились домой после занятия требовали это то что нужно нам в каникулы почитать немного пораскинуть мозгами и проверить свою эрудицию и скорость приз в нашем квесте ценнее прочих ведь он заслужен собственным умом благодарим всех участников жмите если хотите поучаствовать в следующей квесте обещаем он будет совершенно необычным призы предоставлены нашими партн рами подарки пермь ;18;None;None;None;None; годограф это профессиональная подготовка к егэ и огэ с года более наших учеников поступили на бюджет в вуз мечты поднимаем результаты на баллов егэ продвинутые методики постановка целей и гарантированный результат от занятий уникальная система контроля успеваемости теперь и в перми запись на бесплатное занятие;5;317;курсы егэ и огэ годограф г пермь;0
0;0;1548083901;154920096;15;wall-154920096_1322; запускаем зимний конкурс условия как всегда просты быть подписанным на нашу группу сделать репост этой записи не ниже добавить зимнее фото своего любимца в альбом проявлять актив а теперь к самому сладкому призам место комплект ошейник кобра поводок м место ошейник место поводок место оберег место шнурочек адресник место шнурочек для адресника место скидка на заказ место скидка заказ итоги провед м февраля первое место будем разыгрывать с помощью голосования место через приложение рандом доставка призов за сч т победителей а если ты не хочешь ждать итоги можешь сделать заказ написав в сообщения группы всем участникам удачи ;118;Улан-Удэ;148;Россия;1;хотите порадовать себя и свою собаку новой и качественной а главное красивой амуницией тогда вы пришли по адресу заказы на амуницию делаются индивидуально по вашим меркам и запросам плюсы таких заказов вы сможете сами подобрать цвет плетение материал размер изделия и многое другое спасибо за внимание ;5;1869; амуниция ручной работы из паракорда;0
0;0;1548083891;164633511;1;wall-164633511_4; конкурс условия репост данного поста подписка на группу т и к призы место пистолет место стикеры место стикеры итоги февраля ;13;None;None;None;None;None;0;3;т и к ;0
0;0;1548083848;176891567;1;wall-176891567_45;вечерний рандом для участия нужно быть подписчиком и сделать репост приз кк победитель будет выбран случайно в мск;3;Ростов-на-Дону;119;Россия;1;новая группа по игре конкурсы и розыгрыши каждый день ;0;45; ;0
0;0;1548083832;176989743;6;wall-176989743_2;вроде новый пост прошу не бить тапочками мой ник можно просто прочитать правила можно тута тем кто прочитал цмок в пупок рисую я в основном людей но так же всяких зверушек только начинаю вести группу поэтому буду рада если вы репостн те этот пост к себе на стену ну или пригласите друзей художников очень хочу набрать аудиторию ягодок так я называю своих подписчиков так же установлю лайкомер а самой активной ягодке буду рисовать артик беру коммишки недорого и продаю адопты но об этом позже здесь будут проходить лотереи от обычных до денежных призов беру за рекламу денег но после набора аудитории позязя будьте добрыми ягодками и не обижайте друг друга в комментариях а то админчик будет плакать пожалуйста не проходите мимо я рада каждой ягодке в сво м саду от вашего админчика автор арта это вс не зря ;17;None;None;None;None;сегодня хороший ден к для меня так как вы заглянули ко мне в сад буду рисовать в традишке и очень редко в дидже фантазией я похвастаться не могу но буду стараться хорошего дня дорогой подписчик коммишки о даа трейды смотря с кем коллабы смотря с кем реквесты по желанию ;0;15; там где цвет т сакура ;0
0;18;1548085391;71307775;55;wall-71307775_2137;мы открываем новый год впереди много нового и интересного а сейчас делай репост и участвуй в розыгрыше бесплатных проходок и призов от партнеров место получит фирменную футболку проходку место получит проходку места получат по бесплатной проходке плати за вход черно белое одежда должна содержать черно белые цвета репост репост без репоста января караоке бар небо кирова г репосты делаем до января сделанные репосты позже не принимаются и вход будет стоить результаты розыгрыша января в ;582;None;None;None;None;None;0;1279; ;0
